City,Country,Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind_Speed
Sao Paulo,Brazil,2023-06-01,92.47,38.31,74.46,27.95,13.91,17.94,24.82,35.8,68.7,1.5
London,UK,2025-07-17,68.64,19.92,93.78,4.63,5.35,13.93,20.53,21.9,83.1,2.2
Dubai,UAE,2018-02-22,112.32,41.87,76.48,18.72,20.25,30.72,28.23,11.1,40.3,5.8
Lahore,Pakistan,2016-03-31,204.81,93.24,161.87,29.27,27.28,55.08,45.13,17.2,60.4,1.1
Jakarta,Indonesia,2017-05-04,113.75,47.54,89.83,12.43,9.23,38.33,21.28,30.0,74.6,3.5
Delhi,India,2022-05-05,237.2,107.65,178.23,34.69,26.67,60.37,58.1,30.1,59.7,6.9
Buenos Aires,Argentina,2025-10-30,71.99,55.47,113.6,12.31,16.04,26.92,21.15,17.9,56.1,14.5
Shanghai,China,2022-02-10,159.08,64.91,130.07,28.92,15.74,63.52,22.34,27.9,63.8,12.0
Karachi,Pakistan,2021-05-20,149.14,64.16,110.94,15.55,15.67,35.0,18.94,32.1,66.4,8.9
Cape Town,South Africa,2017-03-23,110.0,40.03,101.5,19.8,9.14,17.46,30.63,14.3,46.1,3.6
Toronto,Canada,2020-03-19,66.62,34.58,68.39,13.4,13.7,13.24,16.12,18.5,53.0,1.9
Tehran,Iran,2022-02-24,223.33,86.85,187.73,33.77,30.44,58.41,32.98,25.3,81.5,3.8
Tehran,Iran,2018-02-15,240.39,122.03,231.87,47.0,31.12,59.96,50.6,11.3,59.9,0.4
Seoul,South Korea,2025-10-02,109.0,47.61,92.91,20.48,8.76,32.52,19.96,13.1,65.2,2.5
Moscow,Russia,2016-09-08,67.44,43.21,91.19,8.22,12.28,28.98,6.71,17.4,50.4,4.2
Bangkok,Thailand,2015-12-10,159.19,66.5,122.2,17.63,17.89,51.93,15.32,23.1,51.5,1.9
Tehran,Iran,2016-07-21,191.29,78.46,139.62,37.37,20.96,59.36,41.87,14.4,65.1,11.4
Dubai,UAE,2020-12-17,125.15,46.16,95.92,19.87,6.47,29.1,27.14,19.5,58.4,3.9
Lahore,Pakistan,2021-06-17,177.1,55.42,84.18,,25.18,49.65,28.49,24.7,65.0,5.4
Seoul,South Korea,2016-05-12,47.36,16.99,0.0,17.91,4.79,14.82,17.71,-3.4,57.3,3.3
Buenos Aires,Argentina,2020-01-02,122.88,56.44,126.39,12.85,16.46,42.03,15.72,6.8,45.7,3.0
Cairo,Egypt,2016-10-27,170.19,80.24,124.65,30.31,24.62,57.36,31.6,4.8,57.7,3.1
Los Angeles,USA,2017-11-30,88.49,60.11,79.24,16.15,1.21,9.36,23.36,13.1,83.7,0.6
Istanbul,Turkey,2018-02-01,157.13,75.24,141.05,21.4,14.64,30.17,19.57,3.9,87.9,3.8
Sydney,Australia,2018-08-09,38.42,11.34,49.44,2.24,14.87,7.01,18.25,32.9,67.2,1.6
Sydney,Australia,2019-04-11,43.84,27.51,,12.29,8.25,14.24,6.77,19.0,85.9,6.6
Berlin,Germany,2022-07-14,42.75,20.39,32.37,3.11,0.46,2.04,8.19,21.3,69.2,6.7
Moscow,Russia,2021-11-11,115.41,62.57,112.19,16.52,6.7,35.03,18.51,31.0,53.2,3.8
Mumbai,India,2020-08-06,250.75,103.48,198.59,39.4,30.46,75.7,45.57,10.3,65.3,1.6
Jakarta,Indonesia,2015-03-05,166.18,68.29,132.24,27.1,10.51,44.46,25.61,21.8,95.0,5.5
Moscow,Russia,2024-08-29,118.95,74.99,108.86,14.53,10.99,37.56,12.14,15.6,23.4,4.0
Mumbai,India,2020-11-19,263.74,117.77,206.19,49.27,38.82,55.14,50.99,16.3,92.2,2.1
Cairo,Egypt,2022-05-12,123.34,59.86,108.18,21.61,16.29,29.58,17.56,15.1,71.6,9.8
Paris,France,2023-04-13,49.33,37.61,68.37,5.16,9.36,12.68,3.26,2.2,79.4,5.5
Mumbai,India,2017-11-30,182.3,57.03,104.59,28.7,20.47,62.56,38.66,21.3,59.6,11.7
Tehran,Iran,2018-02-01,198.75,68.51,131.89,33.58,31.26,53.74,45.23,26.5,95.0,11.3
Karachi,Pakistan,2017-02-09,228.8,109.84,219.57,39.97,38.83,64.22,47.82,19.5,60.2,6.1
Tokyo,Japan,2018-06-21,44.51,27.9,59.63,4.13,1.18,17.18,11.51,18.5,86.6,10.8
Los Angeles,USA,2025-01-02,96.38,39.97,,10.88,17.13,29.5,24.24,28.7,66.6,1.7
Tokyo,Japan,2024-11-28,103.3,52.42,142.55,20.12,16.66,27.53,36.7,4.7,66.0,5.9
Dhaka,Bangladesh,2017-07-06,216.55,83.51,146.14,22.36,25.58,53.06,46.62,11.0,80.1,11.8
Paris,France,2020-04-23,58.1,47.87,100.76,14.91,2.58,14.97,16.58,18.4,77.0,5.9
Sao Paulo,Brazil,2015-09-10,84.06,30.89,64.79,7.84,1.55,29.96,13.52,10.2,52.2,10.5
Beijing,China,2015-02-19,246.39,127.38,242.06,44.03,38.34,70.61,35.95,27.9,57.9,3.3
Karachi,Pakistan,2020-11-19,216.8,106.03,199.65,39.29,21.51,58.43,33.84,24.2,56.8,5.8
Tokyo,Japan,2024-06-27,32.55,16.57,25.81,,0.23,26.0,6.69,16.1,44.9,0.5
Sao Paulo,Brazil,2016-10-20,82.94,51.89,85.83,14.32,2.39,29.73,5.04,19.6,49.4,5.4
Cairo,Egypt,2021-02-04,189.85,92.5,167.64,26.2,15.68,54.17,39.07,39.9,51.9,2.9
Mumbai,India,2019-02-14,233.26,71.71,132.0,41.95,27.62,62.76,49.88,21.9,63.4,2.4
Bangkok,Thailand,2019-09-26,105.39,25.29,40.42,21.32,4.72,0.0,10.92,22.1,50.7,7.0
Cape Town,South Africa,2015-06-18,62.83,18.01,24.66,4.79,6.37,20.31,16.63,26.2,36.4,5.6
Bangkok,Thailand,2019-04-04,133.33,63.65,121.24,12.9,17.64,18.83,11.82,31.4,72.0,2.6
New York,USA,2022-07-07,80.83,40.86,63.65,11.93,9.23,35.83,23.86,24.8,58.6,1.9
Karachi,Pakistan,2015-11-12,188.04,74.66,115.19,31.48,17.14,58.79,32.07,6.1,81.5,14.9
Los Angeles,USA,2023-10-19,54.08,36.75,75.64,1.55,4.33,10.12,0.0,27.6,38.2,1.2
Buenos Aires,Argentina,2015-06-04,47.2,12.24,54.92,15.05,3.28,15.05,12.21,21.3,91.8,5.4
Seoul,South Korea,2020-02-27,139.65,55.57,104.13,30.61,22.3,42.42,28.32,26.9,94.3,1.0
Delhi,India,2024-01-18,313.58,114.06,205.26,51.06,40.31,87.88,52.38,22.6,92.4,0.5
Mexico City,Mexico,2019-08-08,178.49,68.4,94.53,24.46,10.41,43.4,27.64,35.4,61.6,2.5
Dhaka,Bangladesh,2021-06-24,169.77,75.44,132.92,,17.33,58.34,28.51,8.0,61.2,3.9
London,UK,2020-01-30,109.68,42.49,84.77,7.98,3.67,24.62,26.95,20.3,56.9,5.7
Jakarta,Indonesia,2017-07-13,200.45,109.74,193.9,40.06,22.33,63.87,31.34,26.2,52.2,1.9
Los Angeles,USA,2021-06-03,73.34,19.39,33.98,13.85,8.4,22.41,5.17,23.0,76.4,5.2
Sydney,Australia,2024-07-18,60.02,35.28,76.18,0.03,13.02,0.0,5.18,26.0,67.3,6.6
Toronto,Canada,2015-04-23,37.38,22.2,65.31,0.0,14.72,14.2,14.34,34.7,79.6,4.0
Cape Town,South Africa,2024-11-21,84.44,32.76,62.63,23.77,15.94,6.74,22.34,18.6,74.4,4.1
Delhi,India,2023-01-12,310.31,123.33,222.83,41.3,37.76,84.7,63.08,23.5,55.0,1.4
Tokyo,Japan,2021-07-15,67.88,47.32,97.21,7.39,11.41,38.56,8.64,33.3,80.8,4.8
Delhi,India,2017-01-12,270.36,104.19,195.14,46.03,37.72,66.48,50.55,28.5,92.9,3.7
Tehran,Iran,2018-12-20,166.9,74.91,124.7,22.89,19.46,47.71,33.02,24.0,65.4,6.1
New York,USA,2025-10-23,57.42,22.38,41.65,15.07,6.65,15.4,12.44,31.8,61.4,3.8
Lagos,Nigeria,2021-08-26,117.43,81.87,178.18,22.45,13.12,29.01,33.94,16.1,60.8,1.7
New York,USA,2025-03-06,69.02,15.29,48.51,7.89,9.35,23.28,15.66,1.5,83.0,3.8
Toronto,Canada,2025-03-13,67.17,30.67,50.65,2.85,0.0,23.09,14.43,33.1,56.2,3.1
Seoul,South Korea,2017-11-02,116.91,51.46,64.9,13.54,22.64,45.5,20.39,45.0,75.5,10.3
Bangkok,Thailand,2019-10-03,108.94,50.92,53.3,11.48,14.7,56.45,21.67,15.6,78.1,2.8
Delhi,India,2018-05-10,160.47,58.44,,29.14,25.99,28.05,27.17,27.2,47.3,3.8
Lahore,Pakistan,2018-09-27,173.89,80.34,186.72,25.18,20.67,67.64,42.14,18.3,53.2,3.2
Karachi,Pakistan,2022-01-06,197.4,102.98,153.37,39.15,23.95,69.84,34.77,13.4,57.7,4.5
Moscow,Russia,2019-10-31,57.51,4.42,28.21,1.81,6.6,31.52,9.57,18.5,69.7,10.1
Cape Town,South Africa,2020-01-23,84.53,45.46,90.24,10.15,11.47,25.05,17.46,34.9,47.6,5.0
Toronto,Canada,2016-12-01,67.76,16.51,30.43,23.01,1.68,8.73,17.05,18.5,45.9,3.1
New York,USA,2016-11-03,73.77,52.1,134.24,15.94,9.67,18.99,18.04,27.5,34.8,3.5
Buenos Aires,Argentina,2025-11-13,101.04,58.02,76.24,18.79,11.77,24.13,14.41,14.3,58.6,1.6
Singapore,Singapore,2019-08-15,76.87,42.16,85.47,9.1,13.84,31.72,2.38,28.1,46.3,4.0
Singapore,Singapore,2022-12-15,92.35,25.18,33.27,12.57,11.58,24.43,8.78,33.5,58.4,2.9
Istanbul,Turkey,2018-08-02,105.24,55.6,112.5,11.64,19.23,11.27,19.82,27.1,61.4,1.8
Tokyo,Japan,2017-12-21,72.39,26.91,75.27,12.67,8.83,27.02,21.23,19.7,60.8,0.4
Buenos Aires,Argentina,2017-02-23,87.99,22.3,36.98,12.4,11.68,23.69,7.41,3.8,45.2,6.0
Seoul,South Korea,2015-05-07,80.78,29.99,37.27,17.79,22.63,15.11,25.15,23.7,65.5,3.4
Los Angeles,USA,2025-11-27,99.04,36.69,61.64,17.67,21.22,32.93,13.35,8.0,71.5,2.3
Mexico City,Mexico,2015-01-29,154.41,70.06,140.02,21.57,17.9,38.34,29.95,25.5,66.8,6.8
Beijing,China,2022-06-16,160.03,89.07,167.56,15.54,11.02,45.24,28.17,-3.2,78.7,6.8
Delhi,India,2019-04-25,221.56,102.8,178.19,37.07,28.5,52.37,39.01,30.8,68.8,3.6
Berlin,Germany,2022-08-18,55.92,39.94,73.42,3.44,9.51,4.55,19.93,17.7,54.2,3.5
New York,USA,2020-01-16,110.86,37.57,57.72,18.15,18.75,42.06,18.56,21.4,59.7,3.2
Dubai,UAE,2017-05-18,79.58,57.5,108.87,2.55,5.16,29.7,4.91,26.6,47.5,5.5
Buenos Aires,Argentina,2015-01-08,93.7,55.63,89.6,11.1,7.94,17.81,20.14,17.4,20.0,3.6
Tehran,Iran,2022-09-08,113.52,49.67,98.27,21.62,6.99,50.73,26.69,6.1,71.0,1.3
Toronto,Canada,2020-10-29,68.05,20.94,49.4,8.38,3.17,3.92,30.04,3.8,63.5,6.0
Mumbai,India,2020-05-14,165.69,74.64,119.73,28.95,29.96,43.11,30.33,24.5,42.6,10.6
Lahore,Pakistan,2018-11-01,262.14,97.85,171.27,40.59,34.5,85.92,54.22,21.7,60.0,3.4
Dhaka,Bangladesh,2017-04-13,162.79,89.34,121.52,30.93,17.66,47.87,40.83,22.9,86.5,3.0
Shanghai,China,2020-02-13,178.32,67.54,130.95,33.45,26.57,33.73,41.08,26.9,56.1,6.8
Bangkok,Thailand,2020-09-17,135.42,52.61,84.08,17.27,18.9,24.14,14.82,18.3,65.1,1.9
Dhaka,Bangladesh,2021-11-11,213.58,81.04,168.86,28.95,26.2,67.18,37.27,21.5,77.9,3.7
Tokyo,Japan,2020-06-11,44.79,6.01,0.0,2.31,3.67,8.82,14.35,16.3,71.1,2.2
Mumbai,India,2015-09-03,209.47,76.59,136.43,37.21,15.63,64.54,40.84,14.7,71.4,7.5
Singapore,Singapore,2021-04-01,42.26,11.43,23.6,11.48,4.37,3.47,8.13,36.6,78.8,2.4
Istanbul,Turkey,2023-12-14,121.79,74.5,156.63,19.69,17.1,23.52,17.12,15.5,85.0,2.3
Dubai,UAE,2018-02-01,156.48,60.02,109.44,25.98,6.12,48.23,39.24,19.5,58.7,5.6
Moscow,Russia,2023-11-09,135.66,69.93,113.15,27.17,26.84,33.55,22.79,2.9,65.6,0.7
Dhaka,Bangladesh,2021-12-16,313.86,133.61,242.23,51.43,35.13,84.72,60.31,24.0,87.4,0.9
Los Angeles,USA,2021-01-21,92.57,31.78,52.13,12.15,8.38,13.39,18.89,13.8,51.6,2.3
Cape Town,South Africa,2025-06-26,69.3,40.9,62.52,17.09,8.67,39.17,26.26,1.3,68.1,3.7
Moscow,Russia,2019-12-05,106.19,43.16,76.38,12.58,10.64,33.8,17.38,17.2,61.9,3.9
New York,USA,2023-10-05,65.15,8.93,26.64,8.56,8.55,25.29,17.48,30.7,64.0,0.1
Karachi,Pakistan,2017-08-03,96.55,31.33,52.78,20.54,15.87,21.86,15.55,5.4,67.1,9.3
Buenos Aires,Argentina,2020-04-16,71.52,25.39,53.15,3.78,5.43,16.68,13.23,22.8,95.0,3.1
Shanghai,China,2018-05-03,132.95,28.79,55.13,17.29,21.23,21.29,31.06,21.9,70.3,6.4
Lagos,Nigeria,2024-09-26,152.63,69.84,138.96,13.94,16.09,45.87,23.17,9.5,62.8,6.2
Dhaka,Bangladesh,2017-12-21,308.23,156.36,243.6,50.17,39.94,80.74,65.49,16.8,86.6,2.1
Berlin,Germany,2024-11-07,61.49,53.01,99.19,12.58,12.54,19.33,16.74,23.2,81.3,6.8
Istanbul,Turkey,2018-08-23,109.61,61.25,94.38,8.91,11.51,43.7,26.16,17.1,58.1,2.8
Mumbai,India,2021-07-08,170.68,77.36,152.99,30.14,19.41,38.95,37.13,30.4,70.7,2.3
London,UK,2020-03-12,37.31,37.9,71.0,8.64,6.11,2.24,13.6,26.2,84.7,4.8
Lagos,Nigeria,2022-07-07,105.02,23.38,41.35,25.99,10.7,14.65,3.32,21.9,68.2,3.9
Jakarta,Indonesia,2023-05-11,187.3,79.6,119.46,35.39,27.44,59.57,39.83,21.8,56.5,8.6
Lahore,Pakistan,2024-04-11,156.68,65.55,126.13,25.6,25.09,51.99,27.88,13.0,49.1,2.5
Los Angeles,USA,2017-08-10,80.95,17.45,17.01,20.1,8.77,16.11,23.58,25.8,36.9,4.1
Lagos,Nigeria,2023-08-31,167.46,71.74,149.77,29.04,23.91,39.92,26.98,38.6,64.4,6.9
Toronto,Canada,2018-07-12,64.08,22.63,25.12,5.98,12.17,12.17,9.05,8.6,74.5,5.8
London,UK,2018-05-31,57.92,16.5,51.05,0.0,0.0,17.16,0.0,27.3,61.9,6.7
Sydney,Australia,2019-03-21,47.31,14.94,22.29,2.96,6.74,8.4,0.0,20.4,66.4,12.5
Los Angeles,USA,2016-04-28,60.4,35.95,,17.35,7.25,22.96,19.2,3.1,58.9,5.5
Mexico City,Mexico,2019-10-10,100.05,38.03,65.91,19.79,18.14,20.37,28.47,32.3,59.3,2.9
Moscow,Russia,2019-11-07,138.32,35.37,73.56,8.71,21.91,40.51,32.85,12.2,58.4,8.3
Los Angeles,USA,2024-04-25,80.28,38.8,79.46,16.6,16.87,19.57,8.13,19.7,63.9,0.9
Cape Town,South Africa,2024-04-25,49.87,7.53,3.76,2.49,13.29,8.44,10.21,26.9,67.5,5.3
Shanghai,China,2020-12-24,269.11,114.71,228.12,51.11,35.28,81.87,51.81,13.4,44.1,9.0
Seoul,South Korea,2016-07-07,96.68,63.81,108.48,11.05,16.98,25.85,13.92,15.5,54.3,1.0
Sydney,Australia,2023-08-10,49.99,45.8,111.69,1.16,11.97,10.16,0.0,24.6,53.7,1.5
New York,USA,2018-10-25,47.6,23.84,52.42,5.63,6.44,17.89,5.09,11.0,55.5,13.6
Seoul,South Korea,2019-04-25,90.99,61.18,146.5,18.64,14.64,18.01,18.61,18.8,67.2,2.4
Tokyo,Japan,2020-12-17,65.46,33.2,,0.51,9.49,35.0,16.05,19.3,74.3,2.3
Sydney,Australia,2021-08-12,61.2,23.93,8.49,3.86,4.42,7.68,7.5,14.9,55.4,4.0
Lahore,Pakistan,2023-01-12,208.83,113.66,228.8,31.68,32.11,78.83,47.07,35.2,83.8,10.2
Toronto,Canada,2020-10-01,63.27,47.4,84.31,12.32,0.0,9.06,16.16,30.7,38.5,3.5
Karachi,Pakistan,2019-07-11,114.65,48.9,105.55,17.05,18.07,27.17,38.53,26.1,57.7,2.5
Paris,France,2017-08-03,46.83,10.86,34.79,0.0,3.86,0.0,3.01,13.4,53.7,3.2
Buenos Aires,Argentina,2019-09-19,57.78,0.0,0.0,9.41,16.02,4.39,19.63,20.0,63.0,2.3
Lahore,Pakistan,2017-03-30,216.63,77.53,131.79,31.54,28.16,53.79,55.69,25.8,79.6,5.1
Nairobi,Kenya,2019-09-05,80.31,32.52,62.53,3.39,2.32,24.92,14.92,26.6,60.8,4.6
Shanghai,China,2018-05-17,118.33,66.62,136.55,17.48,5.34,15.9,10.13,8.4,51.0,7.9
Dhaka,Bangladesh,2020-08-13,133.84,25.93,55.91,13.67,7.14,38.88,22.39,16.4,70.4,9.0
Jakarta,Indonesia,2020-04-02,171.4,47.46,78.87,42.18,22.47,42.3,37.94,19.4,90.6,1.5
Tehran,Iran,2020-02-27,214.0,103.07,190.1,42.53,26.35,72.22,51.96,28.8,80.9,8.0
Buenos Aires,Argentina,2023-08-03,68.8,34.44,50.84,13.4,13.25,14.76,15.38,42.3,57.0,5.1
Lagos,Nigeria,2015-10-15,114.77,57.55,110.27,21.92,9.65,44.5,16.43,12.8,73.9,5.4
Tokyo,Japan,2018-05-03,39.67,31.3,88.43,0.0,4.65,13.73,5.69,7.5,51.8,0.9
Karachi,Pakistan,2022-11-17,223.72,71.82,112.68,41.38,25.59,77.83,44.26,36.6,84.8,3.5
Istanbul,Turkey,2016-04-21,132.17,54.76,102.03,18.39,17.99,35.73,22.62,14.7,70.6,1.5
Moscow,Russia,2017-11-09,150.72,80.76,150.01,10.34,20.8,29.79,19.43,10.1,64.0,1.6
Dhaka,Bangladesh,2016-03-24,188.64,64.06,121.02,14.0,24.01,58.03,38.2,28.0,70.3,2.9
Beijing,China,2021-06-03,159.58,57.79,123.81,27.61,18.02,38.97,20.83,8.9,49.0,3.1
Mexico City,Mexico,2019-08-15,106.79,56.26,65.73,8.93,21.05,50.29,29.14,8.5,72.9,1.3
Jakarta,Indonesia,2017-04-13,84.11,46.5,97.83,10.84,4.27,21.01,15.33,8.7,43.0,1.0
Seoul,South Korea,2015-10-08,94.75,42.73,120.38,10.33,20.01,30.78,24.37,23.4,93.2,3.5
Beijing,China,2021-11-11,186.33,81.67,148.49,37.88,17.01,46.9,44.52,22.0,51.2,4.1
Paris,France,2022-04-07,74.32,19.02,44.9,18.75,11.08,25.52,7.07,41.4,40.1,3.9
Mumbai,India,2022-09-22,120.82,48.6,71.03,16.04,29.99,36.04,28.46,,68.2,4.9
Mumbai,India,2022-03-17,143.59,50.3,87.86,13.23,26.44,45.68,19.41,2.1,44.1,5.6
Beijing,China,2016-11-17,222.82,84.64,159.96,40.05,37.46,62.09,34.48,14.6,58.7,5.9
Sydney,Australia,2024-10-10,43.23,14.1,23.23,8.81,7.87,0.0,6.62,13.4,62.4,8.1
Seoul,South Korea,2018-07-26,82.14,62.03,105.18,12.17,10.13,27.66,8.48,17.7,71.0,4.4
Lahore,Pakistan,2017-12-14,230.42,113.9,201.53,44.66,33.82,81.46,40.75,1.6,61.8,1.3
Bangkok,Thailand,2018-09-06,104.04,36.56,56.85,11.38,15.07,24.29,30.18,34.6,70.8,2.6
Lagos,Nigeria,2015-12-31,203.93,65.46,144.8,26.9,24.88,68.99,27.45,34.9,61.2,1.8
Paris,France,2015-02-19,66.48,28.27,51.36,20.49,8.22,1.29,31.35,29.6,95.0,1.7
Dubai,UAE,2016-11-17,170.63,54.67,111.59,37.24,20.85,43.74,36.18,21.1,55.7,5.2
Lahore,Pakistan,2022-01-27,200.71,93.16,182.78,40.22,29.86,55.02,48.65,33.1,67.0,5.6
Bangkok,Thailand,2018-09-20,117.48,61.96,98.92,18.91,14.76,35.71,18.57,4.9,48.2,0.5
Cairo,Egypt,2017-12-14,232.14,97.38,203.27,37.58,26.48,67.78,51.22,33.5,63.3,4.5
New York,USA,2021-09-09,58.65,29.51,65.96,12.37,10.9,19.04,9.53,6.8,60.4,5.4
Karachi,Pakistan,2020-01-30,183.72,65.79,135.05,16.9,16.97,53.76,21.21,22.7,56.5,0.3
Singapore,Singapore,2024-06-13,85.71,27.65,58.55,5.45,4.29,21.83,20.4,8.3,35.8,9.3
New York,USA,2024-10-31,52.74,7.58,19.02,0.0,7.42,9.83,10.83,29.3,33.2,4.3
Lahore,Pakistan,2022-04-28,241.07,129.86,235.53,34.07,31.86,70.75,38.68,16.3,88.0,7.3
Bangkok,Thailand,2023-06-15,130.49,54.17,133.33,15.55,14.68,36.21,28.2,19.5,82.1,1.3
Buenos Aires,Argentina,2023-12-21,111.42,57.91,71.62,10.21,29.69,28.76,24.17,26.3,67.4,4.8
Seoul,South Korea,2023-07-13,116.61,56.55,85.41,7.51,18.21,30.63,17.54,29.7,61.0,6.7
Tehran,Iran,2021-08-26,170.06,68.19,132.24,28.2,27.18,47.69,22.98,,53.2,11.7
Berlin,Germany,2020-07-16,60.64,23.75,62.9,20.74,6.73,6.43,14.59,33.5,60.7,8.4
Lahore,Pakistan,2018-01-11,290.48,87.79,171.97,46.2,37.84,81.34,62.35,3.7,95.0,1.5
Dubai,UAE,2018-11-15,154.11,61.01,113.6,,24.13,47.63,36.49,40.3,52.9,3.9
Cairo,Egypt,2025-05-08,225.0,86.82,149.79,27.42,33.8,52.43,44.91,18.4,30.4,4.6
London,UK,2017-04-13,65.67,28.56,51.69,6.3,0.0,27.92,13.49,2.6,36.3,3.5
Tehran,Iran,2021-02-25,214.63,104.23,190.35,31.46,36.54,39.44,47.19,15.9,33.9,17.3
Bangkok,Thailand,2021-09-02,131.65,61.47,106.74,21.05,10.68,28.0,21.13,31.1,68.4,2.5
Istanbul,Turkey,2019-04-11,118.06,67.16,123.44,21.75,14.76,40.39,21.8,29.7,21.9,4.6
Cairo,Egypt,2022-06-23,164.37,75.12,139.97,26.54,23.26,33.56,37.6,29.5,72.9,6.1
Toronto,Canada,2019-06-20,35.13,15.04,21.75,7.9,3.67,5.21,8.47,28.4,70.2,4.1
Lagos,Nigeria,2016-09-22,146.81,54.17,106.92,27.74,20.18,35.69,29.07,-1.9,67.8,1.5
Dhaka,Bangladesh,2017-02-16,222.34,95.6,179.89,41.35,26.39,54.73,36.57,13.4,69.3,1.4
Tokyo,Japan,2015-12-10,86.61,54.51,77.22,19.99,15.37,30.54,24.28,19.1,37.0,4.1
Mumbai,India,2024-03-14,209.55,69.56,158.11,27.09,29.02,28.49,45.95,22.0,55.9,8.0
Tehran,Iran,2015-03-12,195.05,80.15,138.7,26.6,20.98,42.18,38.81,10.0,53.2,6.7
New York,USA,2018-09-13,49.24,15.45,18.49,1.28,10.84,19.49,14.5,2.7,65.4,1.2
Seoul,South Korea,2016-06-02,112.62,40.14,86.05,16.81,23.6,26.93,28.25,39.7,82.8,2.2
Dhaka,Bangladesh,2020-07-09,248.89,103.4,187.36,35.09,32.45,65.29,53.29,9.5,77.5,11.2
Mumbai,India,2020-09-10,162.95,54.27,106.21,35.6,18.26,44.74,18.83,37.8,70.4,1.4
Sydney,Australia,2020-07-23,26.49,0.0,0.0,0.75,9.25,3.39,6.59,28.5,78.9,1.8
Buenos Aires,Argentina,2015-05-21,53.94,35.49,47.19,10.85,9.37,0.0,13.09,46.2,33.6,4.2
Tehran,Iran,2025-02-06,186.98,88.92,182.9,31.89,19.0,57.76,51.62,33.1,51.5,7.8
Istanbul,Turkey,2021-10-07,163.23,77.99,148.73,17.45,20.93,50.3,30.36,18.7,62.6,2.6
Dubai,UAE,2021-03-11,70.29,35.12,50.13,3.55,5.19,15.58,3.44,29.0,73.9,7.3
Los Angeles,USA,2020-04-09,67.32,23.32,76.69,0.0,5.83,9.84,19.37,20.1,42.0,2.3
Cairo,Egypt,2024-03-07,92.44,52.18,90.55,11.81,14.4,32.38,20.78,20.1,55.9,3.3
Sydney,Australia,2025-09-11,51.97,0.0,11.25,3.75,7.09,23.84,10.37,16.3,74.0,3.2
Cairo,Egypt,2023-10-12,160.51,73.37,127.44,35.39,27.07,51.65,35.88,13.9,78.5,7.7
Delhi,India,2024-11-21,344.08,139.96,249.9,61.78,45.13,87.86,64.56,30.6,67.2,4.4
Delhi,India,2021-03-18,187.38,97.58,164.95,20.36,32.7,42.38,33.81,7.9,63.8,3.4
Moscow,Russia,2021-07-22,111.2,64.35,141.63,10.66,11.26,24.29,21.52,25.8,59.5,11.9
Delhi,India,2024-12-12,250.79,125.23,240.07,34.56,26.53,53.66,56.99,16.7,44.6,7.3
Mexico City,Mexico,2016-01-21,176.03,57.63,81.9,25.85,26.79,43.6,31.27,16.9,78.5,7.5
Berlin,Germany,2018-10-11,40.19,6.21,21.58,8.49,6.36,29.44,1.91,22.8,62.7,4.0
Seoul,South Korea,2025-04-03,75.42,33.39,68.46,4.17,1.5,5.44,39.67,-1.3,38.3,3.9
Buenos Aires,Argentina,2015-02-05,100.36,30.16,54.83,20.94,8.28,19.52,11.58,0.6,57.8,6.8
Jakarta,Indonesia,2015-04-30,128.27,53.26,94.09,33.39,21.15,44.64,27.67,16.3,60.9,3.8
Tokyo,Japan,2021-10-14,65.07,48.08,94.69,13.49,9.81,15.86,13.04,30.7,95.0,2.9
Beijing,China,2020-02-20,228.33,88.42,175.95,38.4,19.56,61.08,46.13,30.6,66.0,5.4
Jakarta,Indonesia,2017-08-31,162.86,97.47,177.61,34.87,27.32,37.16,31.98,26.4,79.1,2.4
Berlin,Germany,2024-06-27,56.66,34.51,68.33,4.93,9.49,15.82,13.69,40.8,85.9,10.5
Nairobi,Kenya,2017-03-09,69.55,27.38,37.3,20.11,7.87,11.94,5.6,8.8,78.2,7.8
Shanghai,China,2017-08-17,124.44,58.41,117.21,18.8,13.01,45.06,21.81,-18.4,74.3,1.9
Cairo,Egypt,2017-03-30,143.83,41.26,103.78,20.45,21.27,55.07,27.09,20.1,86.6,3.5
Sydney,Australia,2018-11-22,63.05,28.96,53.72,11.5,18.88,26.24,15.92,31.1,58.7,11.2
Istanbul,Turkey,2025-07-10,129.86,67.33,95.96,22.83,29.63,42.33,18.91,23.2,71.4,2.4
London,UK,2021-11-25,78.24,18.77,51.94,7.06,9.52,18.57,17.04,6.2,70.0,2.1
Seoul,South Korea,2019-06-27,92.91,22.92,15.15,25.28,4.03,23.13,20.78,39.9,63.2,4.2
Mexico City,Mexico,2022-10-27,119.54,38.01,79.95,15.97,23.18,30.98,27.59,14.3,38.8,2.9
Tehran,Iran,2024-02-08,183.63,82.39,173.42,24.42,21.66,64.13,35.55,13.0,51.3,4.1
Beijing,China,2020-06-11,214.34,73.02,137.5,37.94,21.92,59.79,46.46,-1.3,88.1,3.6
Moscow,Russia,2025-01-16,159.73,60.23,110.02,25.55,16.86,43.37,31.93,27.9,50.0,0.3
London,UK,2021-04-15,77.65,40.23,78.87,12.91,10.68,11.55,2.82,29.3,81.5,2.6
Singapore,Singapore,2016-09-15,34.04,21.19,53.34,11.04,2.87,3.07,3.17,14.8,34.9,5.3
